a;b;c
-1770.57; -1750.30; -1192.48
-5843.40; -6099.42; -5820.51
3406.23; 2602.13; 2881.04
5701.11; 5839.94; 6676.67
936.12; 611.10; 749.41
-1989.11; -1901.46; -1744.00
-6336.52; -6353.12; -6274.39
2851.67; 2952.57; 3031.30
5221.28; 6060.57; 6296.75
250.37; 175.41; 247.92
-2742.71; -2421.23; -2570.28
-6419.27; -6738.64; -6813.17
2080.57; 2452.00; 2377.47
5785.92; 5461.16; 5237.58
-302.88; -132.30; -160.77
-1545.39; -1316.69; -440.63
-6216.22; -5671.90; -5233.87
3887.09; 3319.37; 3757.39
5971.17; 5958.26; 7272.34
1238.86; 830.02; 1273.68
-3333.67; -2696.77; -3100.51
-6933.58; -7045.99; -7247.86
2096.53; 2321.90; 2120.03
4852.44; 5335.28; 4729.66
-530.11; -480.33; -536.10
-2748.43; -2467.89; -2392.10
-6533.20; -6793.36; -6755.46
3075.79; 2347.59; 2385.48
5454.27; 5297.63; 5411.31
189.56; 75.57; 38.98
-2084.73; -2344.60; -1748.61
-5759.21; -6339.89; -6041.89
3441.32; 3065.69; 3363.68
6294.25; 5598.05; 6492.03
830.13; 589.12; 942.95
-958.42; -854.90; 865.75
-5264.42; -5494.84; -4634.52
4795.64; 3976.90; 4837.22
6206.34; 6754.42; 9335.40
2630.61; 1646.59; 2550.12
-2621.09; -2265.30; -2277.12
-6026.48; -6187.04; -6192.95
2953.02; 2750.62; 2744.71
5040.57; 5385.96; 5368.22
35.61; -63.67; -104.06
-1034.83; -1089.25; 395.05
-6135.09; -5708.13; -4965.98
5048.33; 4083.61; 4825.76
6652.61; 7420.28; 9646.74
2201.71; 1531.41; 2195.12
-3056.66; -3117.80; -3606.58
-6340.46; -6415.63; -6660.02
1804.10; 2030.87; 1786.48
5683.24; 5298.78; 4565.61
-817.47; -452.93; -643.70
-2236.61; -1919.94; -1783.53
-6499.81; -6479.87; -6411.66
2366.92; 2315.50; 2383.70
5905.94; 6081.19; 6285.80
110.55; 66.13; 287.07
-1818.31; -1365.22; -358.49
-6332.05; -6418.21; -5914.84
4344.01; 3396.64; 3900.00
6084.04; 6618.57; 8128.67
1493.63; 1079.77; 1460.41
-2077.76; -1779.59; -1458.29
-5928.75; -6607.74; -6447.09
3243.63; 3204.59; 3365.24
5418.00; 6210.67; 6692.61
454.12; 418.86; 531.54
-884.23; -1834.17; -706.90
-5494.94; -5655.97; -5092.34
4201.00; 3756.22; 4319.85
5616.73; 6215.28; 7906.18
1632.44; 1183.64; 1722.24
-3183.78; -2507.01; -2890.78
-6330.75; -6574.07; -6765.95
1634.34; 2587.19; 2395.30
4973.31; 5596.43; 5020.77
-625.68; -383.68; -608.64
-2058.32; -2730.97; -2702.23
-6423.64; -6090.34; -6075.97
2942.92; 2823.64; 2838.01
5115.55; 6011.82; 6054.93
1.20; 8.42; 100.84
-1903.97; -1873.43; -1176.75
-5685.24; -6255.12; -5906.78
3968.93; 3347.07; 3695.41
6186.22; 6411.21; 7456.23
1140.89; 612.21; 992.35
-1567.60; -1364.67; -197.78
-5813.08; -5629.70; -5046.25
3960.40; 3653.81; 4237.26
6112.57; 6237.95; 7988.30
1799.77; 1195.42; 1715.21
-2699.11; -2844.29; -3477.11
-7130.92; -7072.19; -7388.60
1330.88; 1595.16; 1278.75
5552.57; 5340.47; 4391.24
-856.57; -705.32; -885.06
-1925.54; -2248.18; -1642.17
-5813.58; -6424.07; -6121.06
3310.24; 3498.37; 3801.37
6196.05; 6404.35; 7313.36
884.14; 641.71; 892.91
-2839.04; -2124.08; -1973.67
-6008.15; -6711.10; -6635.89
2338.77; 2317.46; 2392.66
5179.37; 5235.34; 5460.95
292.68; 67.33; 297.59
-620.12; -774.94; 693.91
-5555.71; -5741.88; -5007.46
4806.53; 3647.93; 4382.35
6322.65; 7461.03; 9664.30
2257.04; 1433.00; 2113.25
-1809.56; -1214.04; -218.71
-5959.21; -5785.06; -5287.40
4429.26; 3632.03; 4129.70
5986.21; 6712.33; 8205.33
1449.06; 1040.94; 1432.06
-2562.35; -2153.70; -1820.68
-6183.17; -6788.07; -6621.56
3379.09; 2430.04; 2596.55
5986.84; 6329.02; 6828.54
421.44; 385.99; 468.17
-2639.11; -1932.38; -1689.15
-6557.55; -6143.84; -6022.22
3355.08; 2680.10; 2801.72
6003.48; 5567.48; 5932.33
412.21; 277.73; 445.32
-2759.49; -2996.69; -3220.51
-6749.47; -6845.80; -6957.71
2474.45; 2003.16; 1891.26
5322.15; 5696.98; 5361.25
-325.54; -212.22; -273.08
-3016.56; -2704.54; -3094.77
-6376.00; -6731.74; -6926.86
1699.16; 2291.01; 2095.89
5410.07; 5030.40; 4445.05
-603.95; -418.58; -684.45
-1306.03; -2238.50; -1530.24
-6519.26; -6604.54; -6250.41
4061.57; 3040.21; 3394.34
6301.99; 6488.29; 7550.68
1138.02; 652.46; 1056.27
-3425.04; -3826.33; -4729.18
-7240.36; -7019.29; -7470.72
1263.62; 1291.16; 839.73
5084.11; 4524.86; 3170.58
-1447.33; -815.38; -1418.41
-3554.07; -3005.62; -3734.19
-7217.08; -6525.72; -6890.01
1719.59; 2228.36; 1864.08
5049.83; 4546.01; 3453.14
-1027.91; -676.68; -1005.63
-1876.53; -1652.41; -750.08
-5942.23; -6170.71; -5719.55
3990.79; 3447.74; 3898.91
5711.02; 6559.34; 7912.84
1393.48; 1000.67; 1260.94
-2688.84; -2943.23; -3004.29
-6594.60; -6608.15; -6638.68
2674.03; 2322.23; 2291.70
5629.87; 5598.35; 5506.76
-190.83; -138.55; -134.39
-2781.83; -2963.83; -3310.55
-6558.81; -6632.38; -6805.74
2152.47; 2030.41; 1857.06
5114.83; 5426.37; 4906.29
-519.28; -323.88; -498.81
-2895.95; -2138.89; -2154.73
-6515.95; -6720.04; -6727.96
2920.92; 2278.23; 2270.32
5674.98; 5791.54; 5767.79
-67.60; 35.39; 17.86
-1467.98; -1781.69; -1126.48
-5882.41; -5754.17; -5426.57
3595.55; 3397.26; 3724.86
6160.59; 6276.17; 7258.98
958.09; 677.16; 995.64
-2622.24; -2048.17; -2046.77
-6867.18; -6891.18; -6890.48
2087.60; 2552.55; 2553.24
5683.52; 5976.30; 5978.39
-95.66; -37.69; -64.02
-2001.04; -2307.61; -1701.10
-5721.35; -6371.44; -6068.19
3071.92; 3073.67; 3376.92
6247.68; 5962.42; 6872.18
830.83; 667.21; 849.15
-2382.05; -2686.18; -2934.05
-7122.16; -6677.22; -6801.16
1959.18; 1917.74; 1793.80
5537.32; 5545.12; 5173.30
-337.21; -256.86; -287.33
-1852.95; -1981.73; -1232.53
-6429.77; -6521.10; -6146.50
3813.45; 3283.87; 3658.47
6073.67; 6670.15; 7793.95
1181.72; 782.92; 1192.93
-2356.03; -2316.93; -1838.73
-5932.96; -6185.01; -5945.91
2963.98; 2860.31; 3099.41
5556.57; 5930.17; 6647.47
744.50; 385.70; 780.28
-2363.91; -2482.38; -2183.95
-6802.03; -6830.35; -6681.14
2844.87; 2661.16; 2810.37
5588.70; 6100.08; 6547.72
410.04; 213.54; 523.36
-2811.74; -2498.76; -2835.01
-6225.09; -6693.03; -6861.15
2095.36; 2198.09; 2029.97
5235.88; 5494.32; 4989.95
-479.72; -364.49; -485.33
-1931.10; -2292.33; -1642.01
-6545.08; -6543.73; -6218.57
3242.63; 3551.73; 3876.88
6092.41; 5970.66; 6946.13
929.77; 715.61; 982.51
-1152.73; -1270.36; 56.16
-5423.89; -5489.60; -4826.34
4681.67; 3407.77; 4071.03
6547.71; 7301.69; 9291.46
1949.06; 1252.87; 1903.94
-2476.82; -2586.69; -2505.70
-6567.92; -6631.16; -6590.66
3062.46; 2926.96; 2967.45
5293.37; 5563.65; 5685.14
200.91; 60.92; 128.64
-1451.79; -1188.20; -284.64
-6503.80; -6356.37; -5904.59
4159.84; 2983.92; 3435.70
6382.21; 6245.81; 7601.15
1370.54; 981.69; 1442.72
-2743.18; -2288.18; -2290.59
-6074.64; -6193.46; -6194.66
2851.89; 2812.74; 2811.54
5904.98; 5812.93; 5809.32
-36.37; 7.45; 82.38
-2371.70; -2427.49; -1910.37
-6210.92; -6190.80; -5932.25
3534.59; 2952.41; 3210.97
5360.73; 6163.36; 6939.02
872.50; 490.99; 863.72
-2370.34; -2789.89; -2748.70
-6776.68; -6060.29; -6039.70
2989.65; 2983.83; 3004.43
5648.01; 5938.20; 5999.99
117.40; -32.26; 150.07
-2005.35; -1712.63; -1017.54
-6213.34; -5929.15; -5581.60
3846.75; 2809.35; 3156.90
6276.22; 6515.79; 7558.42
957.31; 650.51; 1142.02
-1217.82; -1630.29; -689.38
-5848.41; -5577.51; -5107.05
3818.37; 3215.87; 3686.33
5759.69; 6011.06; 7422.43
1348.79; 917.54; 1411.06
-2430.41; -2134.12; -1725.58
-5838.14; -6741.85; -6537.58
3453.83; 3167.04; 3371.31
5263.56; 5570.80; 6183.62
548.49; 324.42; 710.72
-2331.76; -2871.03; -2872.65
-6427.60; -6928.40; -6929.21
2505.53; 2943.98; 2943.17
5965.10; 5452.64; 5450.21
-33.89; -37.38; 1.75
-2458.29; -2215.66; -1776.83
-6485.74; -6319.99; -6100.58
2998.00; 3125.79; 3345.20
6132.34; 6098.00; 6756.23
726.77; 348.16; 589.16
-3301.14; -2768.32; -3509.71
-6871.99; -6428.36; -6799.05
1657.50; 1805.31; 1434.61
4885.98; 5168.43; 4056.35
-1138.32; -739.29; -1203.65
-1660.58; -1635.50; -604.15
-6003.79; -6391.80; -5876.13
4455.51; 3340.99; 3856.66
5796.90; 6546.10; 8093.12
1555.02; 1091.21; 1461.58
-2034.70; -2703.05; -2635.47
-6766.94; -6840.18; -6806.38
2999.81; 2241.25; 2275.04
5795.77; 5169.28; 5270.66
98.17; 163.62; 166.34
-2492.54; -2268.18; -2394.90
-6858.57; -6973.07; -7036.43
2438.79; 2745.01; 2681.65
5322.35; 4941.48; 4751.40
-101.93; -153.14; -150.10
-3053.59; -3440.53; -3993.20
-6401.50; -6823.57; -7099.91
2021.26; 1734.44; 1458.11
5421.31; 4814.55; 3985.54
-789.48; -484.37; -757.41
-1214.47; -2078.97; -1276.85
-6319.01; -6509.62; -6108.56
3414.29; 3146.86; 3547.92
6021.16; 6185.49; 7388.67
1284.32; 769.15; 1152.92
-3197.93; -2978.49; -3197.32
-6974.85; -6326.17; -6435.58
1746.61; 2162.02; 2052.61
5782.92; 5640.43; 5312.19
-338.41; -211.50; -369.89
-1991.90; -1833.52; -1077.12
-6424.57; -6329.67; -5951.47
3589.10; 2939.81; 3318.01
6062.42; 5778.91; 6913.51
1072.79; 820.47; 1195.17
-2687.17; -2553.25; -2970.21
-6943.44; -6306.30; -6514.78
1613.71; 2429.77; 2221.29
5398.38; 4909.61; 4284.17
-532.44; -353.23; -636.36
-1733.68; -1898.10; -1032.44
-6276.89; -5847.09; -5414.26
4288.64; 3379.29; 3812.12
6005.36; 6518.68; 7817.16
1363.04; 788.32; 1331.92
-2731.51; -2878.02; -2811.56
-6886.49; -6307.25; -6274.02
2886.47; 2163.14; 2196.37
5116.35; 5486.57; 5586.26
34.52; 25.32; 161.74
-3671.75; -4056.59; -5227.04
-6930.92; -7308.34; -7893.57
1167.29; 1479.41; 894.19
4991.31; 3941.42; 2185.75
-1701.15; -1201.19; -1766.75
-2425.80; -2695.38; -2626.99
-6468.79; -6518.70; -6484.51
2799.37; 3064.91; 3099.11
5994.76; 5385.70; 5488.28
173.09; 144.81; 86.58
-2910.08; -2509.57; -2428.13
-6340.88; -6109.18; -6068.46
2471.83; 2141.55; 2182.27
5996.88; 5543.33; 5665.49
160.58; -16.41; 152.15
-2926.13; -2389.99; -2480.30
-6927.68; -6178.75; -6223.90
2291.88; 2246.00; 2200.84
5382.93; 5551.18; 5415.72
-42.78; -86.97; -202.73
-1516.72; -1621.91; -892.92
-5671.75; -5927.02; -5562.53
4064.43; 3398.92; 3763.41
5951.85; 6262.74; 7356.22
1097.58; 643.12; 1166.13
-2843.36; -2924.97; -3338.62
-6774.10; -6224.25; -6431.08
2165.69; 2452.06; 2245.24
5127.67; 5384.76; 4764.28
-662.55; -334.73; -538.58
-2738.16; -2838.89; -3393.90
-6567.68; -6964.94; -7242.44
2077.95; 1897.63; 1620.12
5631.91; 4610.88; 3778.37
-806.67; -636.48; -879.13
-3461.65; -3183.27; -3788.76
-7237.28; -7274.22; -7576.97
1623.87; 2147.65; 1844.90
5497.49; 4535.67; 3627.42
-1003.83; -594.65; -852.89
-2531.69; -2284.40; -2207.63
-6510.89; -6671.83; -6633.45
2481.09; 2958.62; 2997.00
5882.18; 5112.69; 5227.84
81.43; 15.05; 198.45
-1630.41; -2272.57; -1796.43
-6761.67; -5917.47; -5679.40
3708.84; 2528.38; 2766.45
5530.40; 6076.69; 6790.90
810.43; 412.56; 782.36
-2101.87; -1381.85; -561.99
-5958.41; -6134.31; -5724.39
3377.82; 3402.00; 3811.93
5648.43; 6815.33; 8045.11
1174.93; 779.40; 1174.34
-791.48; -1598.94; -307.88
-5924.76; -5834.71; -5189.18
4125.86; 3303.58; 3949.11
6466.04; 6626.96; 8563.54
1930.86; 1332.01; 1923.44
-1669.55; -2484.54; -1973.64
-5768.75; -6468.27; -6212.82
2907.17; 3226.77; 3482.22
5917.50; 6022.30; 6788.64
687.24; 411.25; 677.17
-2422.18; -2259.33; -2408.32
-6582.60; -6137.40; -6211.89
2759.18; 2359.20; 2284.71
5190.00; 5065.07; 4841.59
-197.80; -195.07; -216.54
-3143.94; -3329.12; -3788.73
-6796.35; -6260.85; -6490.66
1447.29; 1750.53; 1520.73
5712.64; 4824.59; 4135.17
-724.51; -424.13; -604.22
-3232.99; -3710.74; -4467.40
-6914.57; -7166.60; -7544.93
1699.60; 1309.01; 930.68
5139.42; 4376.45; 3241.45
-1148.10; -761.46; -1036.06
-2059.49; -1703.61; -1262.28
-6204.42; -6744.76; -6524.10
2840.00; 3198.97; 3419.64
5696.55; 6015.02; 6677.01
584.44; 342.77; 703.60
-2722.77; -2683.89; -2832.87
-6957.91; -6598.01; -6672.50
2499.12; 2421.74; 2347.25
5524.70; 5336.33; 5112.87
-295.04; -222.09; -154.15
-2337.28; -3007.78; -3264.93
-6733.44; -6534.86; -6663.44
2191.29; 2373.82; 2245.25
5534.65; 4913.80; 4528.07
-448.34; -286.94; -373.60
-1481.31; -1884.63; -808.89
-6162.11; -6164.14; -5626.27
3716.44; 4063.49; 4601.36
6481.07; 7021.63; 8635.24
1615.57; 1172.46; 1609.48
-3156.37; -3418.78; -4291.83
-7414.85; -6886.38; -7322.90
1348.32; 1320.89; 884.37
5550.33; 4257.09; 2947.51
-1271.55; -901.95; -1247.87
-2223.27; -2147.91; -2093.73
-6049.86; -6734.74; -6707.65
2669.22; 2455.97; 2483.07
5086.49; 5258.01; 5339.28
51.07; -17.18; 16.57
-2207.32; -2609.79; -2505.03
-6673.97; -6722.40; -6670.02
2402.34; 2714.28; 2766.66
5336.87; 5363.21; 5520.35
120.06; 83.57; 60.38
-2779.90; -2195.83; -2346.50
-6363.13; -6086.10; -6161.43
2586.34; 2701.84; 2626.51
5248.25; 5174.01; 4948.01
-244.61; -106.39; -280.72
-2366.68; -2601.60; -2749.74
-6739.10; -6976.31; -7050.38
2000.15; 2415.40; 2341.33
5138.34; 5081.90; 4859.69
-320.14; -95.93; -268.84
-1656.72; -1660.17; -1195.02
-5924.46; -5913.75; -5681.18
2781.41; 2962.49; 3195.06
5749.68; 6388.90; 7086.62
741.72; 442.67; 682.31
-2597.75; -2557.85; -2958.77
-6352.04; -6888.92; -7089.38
2206.43; 1832.91; 1632.45
5606.70; 4735.23; 4133.85
-674.38; -482.19; -678.39
-2556.68; -2711.39; -2611.19
-6635.36; -6122.01; -6071.91
2420.58; 2905.78; 2955.88
5619.18; 5578.01; 5728.31
215.34; 194.04; 141.53
-2672.02; -3037.01; -3144.35
-6716.01; -6441.88; -6495.56
2253.23; 1983.70; 1930.03
5932.85; 5275.66; 5114.64
-176.75; -138.30; -128.72
-3921.42; -3478.96; -4696.45
-7558.25; -6752.54; -7361.29
399.23; 1064.48; 455.73
4878.82; 4270.33; 2444.09
-1786.69; -1149.80; -1839.79
-3297.58; -3389.19; -4319.34
-6532.42; -7225.08; -7690.16
622.92; 1853.63; 1388.55
4756.84; 4233.77; 2838.54
-1325.35; -920.91; -1486.30
-2625.34; -3280.59; -3698.55
-6486.32; -6233.75; -6442.73
2041.27; 2476.34; 2267.36
5098.26; 4720.48; 4093.54
-702.03; -457.60; -714.66
-2705.09; -3000.92; -3009.63
-6178.04; -6537.22; -6541.57
2666.90; 2096.08; 2091.72
5608.61; 5013.95; 5000.88
14.47; -62.74; 84.64
-2415.43; -2454.59; -2599.81
-6466.25; -6171.10; -6243.70
1931.57; 1861.59; 1788.99
5797.80; 5501.25; 5283.42
-276.06; -125.06; -305.16
-1169.24; -1616.70; -586.53
-6464.71; -5991.15; -5476.07
4482.52; 3416.22; 3931.30
5533.78; 6051.38; 7596.63
1543.16; 1102.48; 1573.83
-2342.51; -2836.15; -2864.16
-6649.19; -6688.38; -6702.38
2310.54; 2580.43; 2566.42
5387.72; 5644.54; 5602.54
-11.12; -11.10; -85.58
-1855.67; -2275.44; -1648.98
-5804.24; -6076.83; -5763.60
3799.34; 3074.91; 3388.14
5578.24; 6568.62; 7508.32
871.51; 565.62; 1016.11
-1785.83; -1455.18; -342.32
-5858.70; -6046.45; -5490.02
4136.02; 3152.81; 3709.24
6118.43; 6958.43; 8627.72
1616.31; 1139.03; 1689.65
-2746.10; -2848.43; -2957.73
-6580.47; -6071.88; -6126.53
2142.44; 2667.86; 2613.21
5187.21; 5560.10; 5396.15
-65.32; -32.38; -159.84
-2647.47; -3258.16; -3805.16
-6705.54; -7068.44; -7341.94
1408.15; 2256.36; 1982.87
5336.79; 4594.91; 3774.42
-899.32; -519.54; -825.43
-3623.42; -3552.87; -4412.38
-6952.79; -6478.72; -6908.47
1370.28; 1644.56; 1214.81
4843.23; 4557.63; 3268.36
-1376.01; -793.29; -1348.21
-1817.69; -2461.87; -2110.14
-6544.70; -6533.75; -6357.89
2739.89; 2838.02; 3013.89
5620.45; 5386.17; 5913.77
491.11; 309.88; 543.55
-2995.52; -3417.44; -3938.50
-6778.95; -7049.22; -7309.75
1258.58; 1850.79; 1590.26
4858.65; 4955.64; 4174.06
-695.75; -447.71; -703.94
-2241.70; -2343.37; -1994.71
-6807.10; -6602.31; -6427.98
2683.87; 3129.54; 3303.87
5736.99; 5496.52; 6019.51
534.79; 275.96; 436.21
-2450.86; -1924.87; -1458.01
-6150.18; -6629.83; -6396.40
3429.61; 2614.94; 2848.37
5262.50; 6193.40; 6893.70
623.03; 398.57; 746.27
-1464.67; -1504.29; -899.37
-5750.44; -6519.60; -6217.14
3650.44; 2927.09; 3229.55
5575.52; 5652.06; 6559.44
809.79; 567.99; 924.03
-2352.64; -1918.91; -1429.75
-6287.39; -5832.29; -5587.71
3234.43; 2899.97; 3144.54
6071.12; 5790.61; 6524.34
731.82; 493.37; 799.32
-1928.91; -2402.62; -2248.74
-6273.16; -6397.76; -6320.82
2840.18; 3151.02; 3227.96
5238.33; 5511.32; 5742.14
195.68; 213.71; 218.28
-2775.31; -2245.82; -2236.79
-6430.89; -6624.67; -6620.15
2212.86; 2069.37; 2073.89
5768.50; 5854.90; 5868.44
10.09; -60.83; 75.50
-2340.76; -2672.00; -2599.45
-6741.61; -6513.76; -6477.49
2676.51; 2142.69; 2178.96
5549.39; 5937.36; 6046.19
115.24; -18.40; 147.19
-1364.20; -1171.33; 150.30
-5657.79; -6171.27; -5510.46
4552.07; 3621.83; 4282.65
6190.05; 6540.33; 8522.77
2020.69; 1272.31; 1911.69
-1835.00; -2324.21; -2078.60
-6260.15; -6013.62; -5890.82
3301.65; 3203.41; 3326.21
5351.22; 6114.59; 6482.99
460.19; 321.29; 358.55
-3200.33; -2908.12; -3807.68
-6796.55; -6461.73; -6911.51
851.98; 1734.00; 1284.22
4937.57; 4206.25; 2856.91
-1309.42; -869.06; -1252.94
-2708.11; -2451.70; -2811.75
-7129.96; -6516.03; -6696.06
2314.64; 2195.74; 2015.71
4871.12; 4832.72; 4292.65
-556.82; -373.79; -478.97
-2880.08; -3142.59; -3695.37
-6386.35; -6700.58; -6976.97
1551.92; 2404.77; 2128.39
5579.32; 5158.94; 4329.78
-842.84; -463.10; -898.99
-1872.26; -2068.88; -1924.61
-6260.38; -6861.22; -6789.08
2787.66; 3023.93; 3096.06
5882.49; 5902.23; 6118.64
295.05; 223.35; 138.23
-2505.48; -2503.34; -2207.72
-5866.17; -6538.47; -6390.67
2605.56; 3058.32; 3206.13
6077.90; 5368.31; 5811.73
474.63; 356.59; 482.20
-2767.91; -2759.01; -2739.71
-6717.05; -6523.75; -6514.10
2735.34; 2122.94; 2132.59
5761.80; 5689.84; 5718.80
-6.73; 107.35; 72.80
-2586.15; -1705.49; -1374.62
-5915.90; -6735.65; -6570.21
2754.65; 2854.95; 3020.38
6051.45; 5703.62; 6199.93
558.23; 357.75; 414.89
-1640.34; -2121.61; -1581.57
-6310.86; -6241.48; -5971.46
2929.65; 2876.80; 3146.83
5413.56; 5589.90; 6399.97
909.33; 590.71; 752.87
-1652.05; -1860.39; -1379.34
-6129.01; -6043.56; -5803.04
3385.53; 3237.95; 3478.48
5442.95; 5932.51; 6654.09
779.50; 556.07; 776.68
-3307.18; -2969.91; -3777.61
-7310.19; -6487.30; -6891.15
895.45; 1912.43; 1508.58
5232.82; 4329.43; 3117.88
-1294.77; -857.52; -1140.95
-2858.91; -2725.73; -3017.86
-6962.72; -6235.79; -6381.85
1679.47; 2455.47; 2309.41
5717.84; 5084.49; 4646.30
-403.70; -383.13; -479.38
-2360.04; -2127.63; -1780.19
-6171.26; -5875.12; -5701.40
3230.41; 2749.48; 2923.20
5722.65; 6061.36; 6582.52
598.39; 433.99; 504.99
-2416.11; -2381.24; -1975.63
-5867.66; -6282.86; -6080.06
3543.58; 2461.74; 2664.55
5322.68; 5908.73; 6517.14
522.81; 428.47; 535.09
-1893.76; -2178.38; -1536.30
-6224.98; -6250.63; -5929.59
3378.59; 3593.78; 3914.82
5981.31; 6564.11; 7527.23
1061.33; 688.19; 1038.51
-2320.95; -2522.95; -2558.24
-6238.34; -6835.38; -6853.02
1999.79; 2792.83; 2775.18
5158.05; 5407.67; 5354.74
34.54; -82.28; -100.25
-1584.98; -2432.71; -1991.16
-6658.14; -5830.20; -5609.42
2704.57; 3120.76; 3341.53
5723.42; 5456.01; 6118.33
616.98; 446.45; 570.78
-1570.92; -976.70; 204.67
-6349.35; -5867.99; -5277.31
3879.27; 3272.95; 3863.63
6111.07; 6363.68; 8135.74
1680.77; 1207.98; 1682.46
-1842.06; -1911.17; -1478.24
-6364.49; -6699.52; -6483.06
3595.77; 2738.41; 2954.87
6157.64; 5950.08; 6599.46
721.75; 360.71; 585.43
-2275.53; -2893.83; -2924.39
-6956.44; -6881.92; -6897.20
2705.21; 2559.77; 2544.49
5157.88; 5572.88; 5527.04
24.37; 7.11; -138.05
-2217.71; -2057.27; -1402.26
-6589.52; -6056.74; -5729.23
3672.98; 3142.57; 3470.08
5699.40; 5852.47; 6835.00
937.82; 612.02; 939.41
-3570.50; -4152.58; -5600.86
-7591.95; -7585.19; -8309.33
-4.96; 860.42; 136.28
5274.24; 4113.27; 1940.85
-2103.03; -1518.90; -2090.84
-1685.98; -1377.66; -645.81
-5814.72; -6117.96; -5752.04
3352.83; 2749.65; 3115.58
5737.89; 6291.81; 7389.59
1143.97; 691.91; 1020.90
-2839.49; -2289.27; -2373.47
-6985.53; -6833.11; -6875.21
2152.06; 2252.22; 2210.12
5086.79; 5334.04; 5207.75
-71.28; -80.01; -193.19
-3163.55; -3002.57; -3250.92
-6137.38; -6398.22; -6522.39
2093.06; 2192.62; 2068.45
5481.05; 5094.81; 4722.28
-341.22; -325.14; -351.06
-2710.66; -3361.15; -4001.94
-6488.14; -7084.22; -7404.61
1433.18; 1472.76; 1152.37
5191.11; 5204.27; 4243.10
-1014.33; -621.72; -962.29
-2733.92; -2093.59; -1955.33
-6364.93; -6822.48; -6753.35
2229.39; 2494.96; 2564.09
5615.73; 5323.56; 5530.95
209.49; 113.10; 237.58
-2654.79; -1979.74; -1719.31
-6043.82; -5934.78; -5804.56
3301.40; 2830.27; 2960.49
5878.80; 5924.36; 6315.00
381.11; 192.40; 340.76
-2803.68; -3142.06; -3488.57
-6622.89; -6304.91; -6478.16
2093.79; 2411.09; 2237.83
5561.43; 4715.97; 4196.21
-552.42; -396.34; -429.26
-2372.93; -2910.15; -3083.84
-6565.53; -6100.19; -6187.04
2018.96; 1850.12; 1763.27
5167.34; 5447.18; 5186.65
-353.97; -94.25; -288.46
-2302.57; -2378.19; -2639.37
-6365.19; -6237.42; -6368.01
2590.56; 2202.99; 2072.40
4895.38; 5331.65; 4939.89
-309.05; -345.10; -294.56
-2615.16; -2894.82; -3029.43
-6268.36; -6535.75; -6603.06
2211.17; 2024.33; 1957.03
5886.71; 5060.29; 4858.38
-166.94; -45.05; -240.71
-2018.62; -2228.95; -2195.93
-6202.81; -6400.75; -6384.24
2427.70; 2084.11; 2100.62
5098.00; 5417.65; 5467.16
95.03; -37.90; 15.53
-2387.19; -2722.95; -2853.09
-6711.86; -6955.18; -7020.25
2573.68; 2430.30; 2365.23
5536.08; 5162.25; 4967.04
-137.81; -131.39; -95.84
-1598.26; -1751.94; -812.01
-6124.24; -6489.58; -6019.62
3927.14; 3129.14; 3599.10
6263.79; 6450.12; 7860.02
1509.88; 886.26; 1433.40
-3435.75; -3514.93; -4192.18
-7290.30; -7024.71; -7363.33
1941.08; 1562.38; 1223.75
5402.09; 4949.37; 3933.49
-944.12; -706.53; -1026.00
-1711.89; -1816.32; -795.29
-6068.81; -5900.15; -5389.64
4012.79; 3042.92; 3553.43
6084.22; 6870.78; 8402.32
1622.22; 1007.36; 1560.16
-2798.65; -2585.13; -2494.78
-6552.10; -6411.24; -6366.06
2451.37; 2138.46; 2183.64
5274.23; 5598.99; 5734.53
235.50; 165.36; 59.25
-2714.72; -3047.15; -3665.36
-6728.13; -7103.32; -7412.43
1613.78; 2270.18; 1961.07
5543.11; 4497.07; 3569.75
-919.35; -538.90; -984.92
-2490.01; -2168.95; -1675.78
-6613.25; -6508.23; -6261.65
3191.32; 2962.27; 3208.85
5765.88; 6182.93; 6922.68
706.66; 400.84; 744.71
-3126.68; -2891.17; -3542.89
-6460.41; -6378.68; -6704.54
1644.53; 1467.14; 1141.28
5001.29; 4947.79; 3970.21
-939.97; -662.00; -1039.71
-2558.95; -2228.00; -1885.46
-6750.41; -6710.29; -6539.02
2720.02; 2559.60; 2730.87
6038.84; 5834.57; 6348.38
579.84; 301.99; 469.99
-3235.67; -3405.63; -4197.21
-7170.36; -6974.53; -7370.32
1094.73; 1911.65; 1515.86
5241.29; 4260.72; 3073.35
-1183.13; -878.58; -1205.55
-2132.37; -2102.00; -1702.16
-6738.73; -6085.17; -5885.25
3046.65; 3071.18; 3271.10
5364.22; 6083.75; 6683.52
543.77; 426.99; 623.92
-3318.31; -2907.86; -3627.44
-7181.76; -7320.06; -7679.85
1521.66; 1300.40; 940.61
5301.57; 4516.75; 3437.39
-1057.40; -689.76; -1005.23
-3110.03; -3135.76; -3408.58
-6640.41; -7045.21; -7181.62
1796.43; 1945.26; 1808.85
4940.16; 5196.77; 4787.54
-371.70; -349.13; -383.22
-2005.36; -2182.46; -1952.86
-6818.34; -6666.48; -6551.68
2577.90; 2352.05; 2466.85
5236.01; 6047.50; 6391.90
285.39; 195.15; 436.96
-3401.16; -2899.02; -3444.57
-6338.83; -6709.35; -6982.13
1789.67; 1782.16; 1509.39
5495.81; 4605.10; 3786.78
